x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.7164097428321838,0.7961437702178955,1.9330212808199576e-07,0.6620585918426514,0.7962357401847839,-0.01700601354241371,0.6075603365898132,0.773730993270874,-0.030816365033388138,0.5651480555534363,0.7534223198890686,-0.045819785445928574,0.5343348979949951,0.7235448360443115,-0.060009345412254333,0.6123728156089783,0.6568869352340698,-0.011159690096974373,0.5699721574783325,0.6451652646064758,-0.04452415183186531,0.5434258580207825,0.6705416440963745,-0.07190315425395966,0.5327826142311096,0.6977762579917908,-0.08605427294969559,0.6316693425178528,0.6251955032348633,-0.01911742426455021,0.5936973690986633,0.5500558614730835,-0.03796727955341339,0.5659857392311096,0.5014383792877197,-0.05117793753743172,0.5450125932693481,0.46100082993507385,-0.058738935738801956,0.6638149619102478,0.6155067682266235,-0.0324496254324913,0.6446655988693237,0.5403543710708618,-0.05420990660786629,0.6285732984542847,0.4925774335861206,-0.0650951936841011,0.6126181483268738,0.4524703025817871,-0.0701041892170906,0.7032736539840698,0.6284817457199097,-0.04753498733043671,0.7158877849578857,0.5700464844703674,-0.06592994183301926,0.7231118083000183,0.5289908647537231,-0.06904017180204391,0.7271134257316589,0.4936996102333069,-0.06848914921283722,palm
0.26797422766685486,0.8261858820915222,4.862439482167247e-07,0.32592251896858215,0.7937171459197998,-0.026063906028866768,0.3769172728061676,0.7408052682876587,-0.04088367521762848,0.4217187464237213,0.707210898399353,-0.05495412275195122,0.4594970941543579,0.6897525191307068,-0.06976281106472015,0.318886399269104,0.6193842887878418,-0.02750188298523426,0.3338489830493927,0.5401608943939209,-0.04502372443675995,0.341228723526001,0.4937472939491272,-0.059178676456213,0.34707099199295044,0.45470741391181946,-0.06916481256484985,0.2781227231025696,0.6136006712913513,-0.028576010838150978,0.2807483375072479,0.528835117816925,-0.04097552224993706,0.28332796692848206,0.4763703942298889,-0.051797159016132355,0.28487449884414673,0.4354231357574463,-0.06036257743835449,0.24297192692756653,0.6306127309799194,-0.03275500237941742,0.2318817377090454,0.5583571195602417,-0.045030441135168076,0.22646400332450867,0.5136581659317017,-0.05621393024921417,0.22388339042663574,0.4750346839427948,-0.06467218697071075,0.21452650427818298,0.6657125949859619,-0.03979229927062988,0.18642571568489075,0.6229076385498047,-0.05321792885661125,0.1678771674633026,0.5920215249061584,-0.06029931455850601,0.1536119431257248,0.5624989867210388,-0.06457637995481491,palm
0.24211236834526062,0.7514901757240295,4.776578066412185e-07,0.2991747260093689,0.7150002717971802,-0.025748658925294876,0.3510144352912903,0.6597505211830139,-0.037211064249277115,0.39553284645080566,0.6190495491027832,-0.04764717444777489,0.42940109968185425,0.590774655342102,-0.05789748579263687,0.28800418972969055,0.5444298982620239,-0.013736201450228691,0.30403074622154236,0.4697088897228241,-0.02430339902639389,0.3133283257484436,0.4288870692253113,-0.03588084876537323,0.32001763582229614,0.39344823360443115,-0.044589586555957794,0.2477397620677948,0.5386713743209839,-0.0113794831559062,0.25154682993888855,0.46272438764572144,-0.01720329560339451,0.2541118264198303,0.41537344455718994,-0.02665909193456173,0.2544976770877838,0.3799770474433899,-0.03475915640592575,0.21415188908576965,0.552893877029419,-0.012767752632498741,0.20501473546028137,0.489307165145874,-0.01954304240643978,0.19857043027877808,0.4469829201698303,-0.030850321054458618,0.19279234111309052,0.41157636046409607,-0.039962075650691986,0.1872851848602295,0.5832223892211914,-0.01719498820602894,0.1644037961959839,0.5450061559677124,-0.025807654485106468,0.14601407945156097,0.5193486213684082,-0.032451894134283066,0.13021066784858704,0.4959840774536133,-0.03692813217639923,palm
0.4796596169471741,0.9042526483535767,5.434113745650393e-07,0.5709338784217834,0.8476113080978394,-0.020656714215874672,0.6441253423690796,0.767804741859436,-0.037667255848646164,0.7062419652938843,0.7111572623252869,-0.0554695650935173,0.756466269493103,0.6694499254226685,-0.07557506114244461,0.5770888328552246,0.6047457456588745,-0.03341856226325035,0.592478334903717,0.4772918224334717,-0.053181372582912445,0.5954937934875488,0.3997056484222412,-0.06912783533334732,0.596693217754364,0.3361333906650543,-0.08183296769857407,0.5144666433334351,0.5975053310394287,-0.04038428142666817,0.5022205114364624,0.46474018692970276,-0.05455630272626877,0.493306040763855,0.381750226020813,-0.0699080154299736,0.48403459787368774,0.3187140226364136,-0.0834510326385498,0.4564650058746338,0.6233746409416199,-0.04866626486182213,0.42884114384651184,0.5130507946014404,-0.06304527819156647,0.4107878804206848,0.438627153635025,-0.07964964210987091,0.3965330421924591,0.3774123787879944,-0.09424632042646408,0.4063568115234375,0.6733713150024414,-0.05878499895334244,0.35754966735839844,0.6181712746620178,-0.0787147805094719,0.32461783289909363,0.5698529481887817,-0.09138808399438858,0.29806792736053467,0.5250144600868225,-0.09933318197727203,palm
0.5012927651405334,0.8835299015045166,5.537526703847107e-07,0.5935022830963135,0.8365015387535095,-0.02385985665023327,0.6646507978439331,0.7636300921440125,-0.042208898812532425,0.7280295491218567,0.7078539133071899,-0.06034453585743904,0.7791684865951538,0.6693381071090698,-0.0808510109782219,0.5982581377029419,0.6020024418830872,-0.040816206485033035,0.6154670119285583,0.47712385654449463,-0.060683511197566986,0.6179547309875488,0.39651307463645935,-0.07402826100587845,0.6182931661605835,0.33403798937797546,-0.0850406065583229,0.5372750163078308,0.593913197517395,-0.047684650868177414,0.5274684429168701,0.4588637351989746,-0.06408696621656418,0.5180559754371643,0.3700839579105377,-0.07876027375459671,0.5088459849357605,0.30360057950019836,-0.09130941331386566,0.48202216625213623,0.6215176582336426,-0.05583852529525757,0.4602048397064209,0.5033503174781799,-0.07486076653003693,0.44502174854278564,0.42386871576309204,-0.09480664134025574,0.43262770771980286,0.358287513256073,-0.1112949475646019,0.4350283145904541,0.6746290922164917,-0.06548082083463669,0.38389718532562256,0.6247342824935913,-0.09203044325113297,0.34970927238464355,0.578599214553833,-0.10938913375139236,0.32124125957489014,0.5358680486679077,-0.12034385651350021,palm
0.509215235710144,0.887021541595459,5.307057904246903e-07,0.6007705330848694,0.8393404483795166,-0.02039540559053421,0.6715088486671448,0.7666939496994019,-0.03719411790370941,0.7328863143920898,0.7111928462982178,-0.05467610061168671,0.7817662358283997,0.6709543466567993,-0.07440143078565598,0.6053827404975891,0.6063368916511536,-0.03699611872434616,0.6202584505081177,0.4813068211078644,-0.05656929314136505,0.6227421760559082,0.4012097120285034,-0.06896703690290451,0.6237514615058899,0.33909913897514343,-0.0789908617734909,0.5477140545845032,0.5969189405441284,-0.04498567059636116,0.532106876373291,0.45918941497802734,-0.06144540756940842,0.5224522352218628,0.368960976600647,-0.07586246728897095,0.5130529403686523,0.2991093695163727,-0.08777505904436111,0.4946545660495758,0.6216897964477539,-0.05408906191587448,0.4628901183605194,0.5038015842437744,-0.07311929762363434,0.4438494145870209,0.42643895745277405,-0.09349053353071213,0.42807382345199585,0.3614448010921478,-0.10994013398885727,0.449695348739624,0.6709302067756653,-0.06445390731096268,0.3952448070049286,0.6254273056983948,-0.09017547965049744,0.3573772609233856,0.5835555791854858,-0.10798574984073639,0.32573026418685913,0.5439291596412659,-0.11923013627529144,palm
0.5082275867462158,0.8965909481048584,5.565236733673373e-07,0.6004383563995361,0.8456541299819946,-0.019239000976085663,0.6708292365074158,0.7719936370849609,-0.03527841344475746,0.7327601313591003,0.71525639295578,-0.0519494004547596,0.7821123003959656,0.6768043637275696,-0.0708681046962738,0.6056212186813354,0.6122345328330994,-0.035611629486083984,0.6211336255073547,0.484455943107605,-0.05404622107744217,0.6240866780281067,0.4043505787849426,-0.06612133234739304,0.6258590221405029,0.34172630310058594,-0.07593286782503128,0.5459893941879272,0.6029717922210693,-0.043030545115470886,0.5326815247535706,0.46322017908096313,-0.05819791182875633,0.5241522789001465,0.371688574552536,-0.07239266484975815,0.5158058404922485,0.30203869938850403,-0.08444999903440475,0.48993703722953796,0.6279152035713196,-0.051318489015102386,0.46072128415107727,0.5087065100669861,-0.06825250387191772,0.4428871273994446,0.4299885630607605,-0.0879131406545639,0.428314745426178,0.36519166827201843,-0.10423201322555542,0.4413173198699951,0.6767820119857788,-0.060775432735681534,0.3899703919887543,0.6275494694709778,-0.08409744501113892,0.35591042041778564,0.5822681784629822,-0.100714311003685,0.327974796295166,0.5395138263702393,-0.11140909045934677,palm
0.5140284895896912,0.8762325644493103,5.375617320169113e-07,0.6038022041320801,0.8297232985496521,-0.018307317048311234,0.6716552376747131,0.7627702355384827,-0.03518528863787651,0.7318326830863953,0.7087552547454834,-0.052901554852724075,0.7792580723762512,0.6699703335762024,-0.07294074445962906,0.6084666848182678,0.6030718088150024,-0.03713731840252876,0.6231945157051086,0.4792075455188751,-0.05579962953925133,0.6268168091773987,0.4002110958099365,-0.06707167625427246,0.6289985179901123,0.33888545632362366,-0.07617323100566864,0.5506578683853149,0.5936327576637268,-0.04511518403887749,0.533639669418335,0.4575781226158142,-0.06122320145368576,0.5234693884849548,0.3693045973777771,-0.07478789240121841,0.5140382647514343,0.3015843331813812,-0.08595967292785645,0.4982891082763672,0.6172065138816833,-0.053738903254270554,0.46399763226509094,0.5038166642189026,-0.07221502810716629,0.44397708773612976,0.42646467685699463,-0.0923670083284378,0.4276474118232727,0.3631669282913208,-0.10857377201318741,0.4548338055610657,0.6645159125328064,-0.06334022432565689,0.3973151743412018,0.621877908706665,-0.08818046003580093,0.35792428255081177,0.5826958417892456,-0.10563261806964874,0.32502856850624084,0.5463966131210327,-0.11659039556980133,palm
0.5156961679458618,0.8939827680587769,5.280763275550271e-07,0.6052005887031555,0.8426522016525269,-0.01654607057571411,0.6748781204223633,0.7695798277854919,-0.03170804679393768,0.7359618544578552,0.7129826545715332,-0.047761768102645874,0.7843227982521057,0.6732302308082581,-0.06590785831212997,0.614576518535614,0.6063103675842285,-0.03182027488946915,0.6286518573760986,0.4819032549858093,-0.04804946109652519,0.6315635442733765,0.40294861793518066,-0.05802019685506821,0.6326099634170532,0.3415299654006958,-0.06623052805662155,0.5587592720985413,0.5973164439201355,-0.0396956130862236,0.53952556848526,0.4597824811935425,-0.05344197526574135,0.5282953381538391,0.37085267901420593,-0.06611873209476471,0.5178584456443787,0.3024745583534241,-0.07686278969049454,0.5052926540374756,0.6203696131706238,-0.048281509429216385,0.4678800702095032,0.5095409154891968,-0.06438587605953217,0.4482678771018982,0.43328404426574707,-0.08306366950273514,0.43188297748565674,0.37125280499458313,-0.09851346909999847,0.45747265219688416,0.6659474968910217,-0.0579213872551918,0.3999361991882324,0.620306670665741,-0.08034847676753998,0.36237844824790955,0.5809528827667236,-0.09633028507232666,0.3309652805328369,0.5432681441307068,-0.1064746305346489,palm
0.5206122398376465,0.8917874097824097,5.531380793399876e-07,0.6084879636764526,0.8437228798866272,-0.018792016431689262,0.6768373250961304,0.7740981578826904,-0.03621642664074898,0.7375510334968567,0.7188370227813721,-0.05416261777281761,0.7868494987487793,0.6795573830604553,-0.0743245780467987,0.6154559254646301,0.6107785105705261,-0.038527071475982666,0.6312163472175598,0.4863988757133484,-0.05797455459833145,0.6344711184501648,0.40612608194351196,-0.06996453553438187,0.63603675365448,0.3437189757823944,-0.07956378161907196,0.557460606098175,0.6001952886581421,-0.046501561999320984,0.5393361449241638,0.4626735746860504,-0.06365089118480682,0.5286316871643066,0.3733823597431183,-0.07810955494642258,0.5189962387084961,0.3054535984992981,-0.08990862220525742,0.5038477182388306,0.6237292289733887,-0.054973747581243515,0.4676220417022705,0.5106973648071289,-0.07393845915794373,0.44749873876571655,0.43167364597320557,-0.09439022094011307,0.4315961003303528,0.3674042522907257,-0.11086191236972809,0.45818397402763367,0.6725711822509766,-0.06441635638475418,0.4000595808029175,0.6291255950927734,-0.08923035860061646,0.36186981201171875,0.5888258814811707,-0.10657647997140884,0.33038023114204407,0.5507375001907349,-0.11749372631311417,palm
